e1,r,e2,extracted_from,layer
环境保护与可持续发展审计,audited_of_org,审计署,2,5
环境保护与可持续发展情况,audited_of_org,审计署,2,5
证券公司在企业债主承业务,audited_of_org,审计署,2,5
预算执行和决算草案编制情况,audited_of_org,审计署,2,5
财政,audited_of_org,审计署《,2,5
公共投资,audited_of_org,审计署《,2,5
决算审计,audited_of_org,审计分局,2,5
决算审计,audited_of_org,审计署《,2,5
建设项目,audited_of_org,审计署《,2,5
投资审计,audited_of_org,审计署《,2,5
资金审计,audited_of_org,审计分局,2,5
资金审计,audited_of_org,审计署《,2,5
建设项目竣工结算,audited_of_org,审计署《,2,5
审计,audited_of_org,广西审计厅,2,5
会计管理,audited_of_org,财务审计司,2,5
数据分析,audited_of_org,广西审计厅,2,5
财务会计,audited_of_org,财务审计司,2,5
质量管理,audited_of_org,宁夏审计厅,2,5
资金审计,audited_of_org,新疆审计厅,2,5
资金审计,audited_of_org,青海审计厅,2,5
项目安排,audited_of_org,宁夏审计厅,2,5
预算控制,audited_of_org,宁夏审计厅,2,5
企国资审计,audited_of_org,河南审计厅,2,5
财政专项资金,audited_of_org,广西审计厅,2,5
水污染防治资金,audited_of_org,广西审计厅,2,5
企业审计,audited_of_org,安庆市审计局,2,5
企业审计,audited_of_org,福州市审计局,2,5
企业资金,audited_of_org,福州市审计局,2,5
体制改革,audited_of_org,内蒙古审计厅,2,5
体制改革,audited_of_org,深圳市审计局,2,5
体制改革,audited_of_org,苏州市审计局,2,5
国有资源,audited_of_org,厦门市审计局,2,5
工程投资,audited_of_org,审计署驻南京,2,5
投资审计,audited_of_org,安庆市审计局,2,5
投资审计,audited_of_org,审计署特派办,2,5
收支审计,audited_of_org,北海市审计局,2,5
收支审计,audited_of_org,厦门市审计局,2,5
收支审计,audited_of_org,深圳市审计局,2,5
数据分析,audited_of_org,驻济南特派办,2,5
环境审计,audited_of_org,直辖市审计厅,2,5
环境审计,audited_of_org,苏州市审计局,2,5
绩效管理,audited_of_org,福州市审计局,2,5
资金审计,audited_of_org,安庆市审计局,2,5
部门预算,audited_of_org,安庆市审计局,2,5
部门预算,audited_of_org,苏州市审计局,2,5
区域环境审计,audited_of_org,苏州市审计局,2,5
国库集中支付,audited_of_org,财政监察专员,2,5
工程跟踪审计,audited_of_org,厦门市审计局,2,5
工程跟踪审计,audited_of_org,福州市审计局,2,5
自然资产审计,audited_of_org,厦门市审计局,2,5
项目跟踪审计,audited_of_org,厦门市审计局,2,5
固定资产投资审计,audited_of_org,直辖市审计厅,2,5
国有资本经营预算,audited_of_org,福州市审计局,2,5
自然资源资产审计,audited_of_org,北海市审计局,2,5
自然资源资产审计,audited_of_org,厦门市审计局,2,5
自然资源资产责任审计,audited_of_org,内蒙古审计厅,2,5
固定资产投资审计,audited_of_org,外交外事审计局,2,5
流程,audited_of_org,审计署长春特派办,2,5
财政,audited_of_org,宁夏自治区审计厅,2,5
企业审计,audited_of_org,审计署广州特派办,2,5
企业审计,audited_of_org,审计署济南特派办,2,5
操作流程,audited_of_org,审计署南京特派办,2,5
数据分析,audited_of_org,审计署南京特派办,2,5
数据分析,audited_of_org,审计署济南特派办,2,5
环境审计,audited_of_org,广西自治区审计厅,2,5
耕地保护,audited_of_org,审计署南京特派办,2,5
财政管理,audited_of_org,审计署重庆特派办,2,5
财政资金,audited_of_org,宁夏自治区审计厅,2,5
质量管理,audited_of_org,审计署长春特派办,2,5
资金审计,audited_of_org,宁夏自治区审计厅,2,5
资金审计,audited_of_org,审计署南京特派办,2,5
资金审计,audited_of_org,审计署重庆特派办,2,5
资金审计,audited_of_org,广西自治区审计厅,2,5
项目现场,audited_of_org,审计署长春特派办,2,5
地方性债务,audited_of_org,审计署南京特派办,2,5
税收及非税,audited_of_org,审计署重庆特派办,2,5
业务文书审理,audited_of_org,审计署长春特派办,2,5
国有资本审计,audited_of_org,审计署济南特派办,2,5
政策落实跟踪审计,audited_of_org,审计署重庆特派办,2,5
政策落实跟踪审计,audited_of_org,审计署长春特派办,2,5
企业审计,audited_of_org,审计署京津冀特派办,2,5
企业审计,audited_of_org,驻上海特派员办事处,2,5
企业审计,audited_of_org,驻济南特派员办事处,2,5
企业审计,audited_of_org,驻深圳特派员办事处,2,5
体制改革,audited_of_org,审计署京津冀特派办,2,5
使用管理,audited_of_org,财政监察专员办事处,2,5
免税商品,audited_of_org,财政监察专员办事处,2,5
基本建设,audited_of_org,财政监察专员办事处,2,5
基本建设,audited_of_org,财政监察专员办事机,2,5
收支审计,audited_of_org,审计署京津冀特派办,2,5
政府举债,audited_of_org,审计署京津冀特派办,2,5
政策研究,audited_of_org,审计署京津冀特派办,2,5
数据分析,audited_of_org,驻太原特派员办事处,2,5
数据分析,audited_of_org,驻济南特派员办事处,2,5
申报缴纳,audited_of_org,财政监察专员办事处,2,5
登记管理,audited_of_org,财政监察专员办事处,2,5
补助资金,audited_of_org,财政监察专员办事处,2,5
财务数据,audited_of_org,驻太原特派员办事处,2,5
财政征收,audited_of_org,财政监察专员办事处,2,5
财政管理,audited_of_org,财政监察专员办事处,2,5
财政资金,audited_of_org,财政监察专员办事处,2,5
财政资金,audited_of_org,驻沈阳特派员办事处,2,5
质量管理,audited_of_org,驻济南特派员办事处,2,5
资产管理,audited_of_org,财政监察专员办事处,2,5
资金审计,audited_of_org,驻济南特派员办事处,2,5
部门预算,audited_of_org,财政监察专员办事处,2,5
项目决算,audited_of_org,财政监察专员办事处,2,5
项目安排,audited_of_org,驻沈阳特派员办事处,2,5
项目绩效,audited_of_org,财政监察专员办事处,2,5
项目资金,audited_of_org,财政监察专员办事处,2,5
出口许可证,audited_of_org,驻天津特派员办事处,2,5
出口许可证,audited_of_org,驻海南特派员办事处,2,5
国库集中支付,audited_of_org,财政监察专员办事处,2,5
证券登记结算,audited_of_org,财政监察专员办事处,2,5
政府性债务审计,audited_of_org,驻济南特派员办事处,2,5
固定资产投资审计,audited_of_org,驻上海特派员办事处,2,5
固定资产投资审计,audited_of_org,驻济南特派员办事处,2,5
固定资产投资审计,audited_of_org,驻深圳特派员办事处,2,5
政策落实跟踪审计,audited_of_org,审计署京津冀特派办,2,5
项目计划执行情况,audited_of_org,驻沈阳特派员办事处,2,5
自然资源和生态环境审计,audited_of_org,审计署京津冀特派办,2,5
竣工验收,audited_of_org,驻当地监察专员办事处,2,5
资金审计,audited_of_org,农业与资源保护审计司,2,5
环境保护专项资金,audited_of_org,农业与资源保护审计司,2,5
国外贷援款项目审计,audited_of_org,审计署外资运用审计司,2,5
信用保险,audited_of_org,审计署有关特派员办事处,2,5
投资审计,audited_of_org,审计署京津冀特派员办事处,2,5
固定资产投资审计,audited_of_org,审计署京津冀特派员办事处,2,5
使用管理,auditor_of,万勇,2,5
信用风险,auditor_of,李浩,2,5
公共产品,auditor_of,何勇,2,5
内部治理,auditor_of,注册,2,5
实施管理,auditor_of,苏明,2,5
收支审计,auditor_of,张震,2,5
政策研究,auditor_of,庄健,2,5
政策研究,auditor_of,苏明,2,5
数据分析,auditor_of,杨维,2,5
数据分析,auditor_of,肖敏,2,5
数据挖掘,auditor_of,李浩,2,5
环境审计,auditor_of,张娟,2,5
经营流程,auditor_of,注册,2,5
股权收益,auditor_of,陈勇,2,5
财务造假,auditor_of,注册,2,5
财政资金,auditor_of,杨光,2,5
财政资金,auditor_of,苏明,2,5
质量管理,auditor_of,注册,2,5
资产管理,auditor_of,苏明,2,5
财政专项资金,auditor_of,杨光,2,5
控制运行有效性,auditor_of,注册,2,5
固定资产投资审计,auditor_of,胡健,2,5
政策落实跟踪审计,auditor_of,陈静,2,5
集团财务,auditor_of,审计师,2,5
会计管理,auditor_of,注册会,2,5
体制改革,auditor_of,杨福刚,2,5
公共管理,auditor_of,审计师,2,5
国有资源,auditor_of,周联清,2,5
工程管理,auditor_of,审计师,2,5
应用程序,auditor_of,审计师,2,5
投资审计,auditor_of,审计师,2,5
投资审计,auditor_of,张永祥,2,5
投资审计,auditor_of,石迎军,2,5
收入确认,auditor_of,注册会,2,5
收支审计,auditor_of,任振鹤,2,5
收支审计,auditor_of,何丽娟,2,5
收支审计,auditor_of,周德刚,2,5
收支审计,auditor_of,周联清,2,5
收支审计,auditor_of,张永祥,2,5
收支审计,auditor_of,杨福刚,2,5
收支审计,auditor_of,陈吉宁,2,5
政府津贴,auditor_of,审计师,2,5
服务业务,auditor_of,审计师,2,5
服务业务,auditor_of,注册会,2,5
机制制度,auditor_of,审计师,2,5
环境审计,auditor_of,审计师,2,5
环境审计,auditor_of,章承涛,2,5
经济体制,auditor_of,审计师,2,5
经营管理,auditor_of,审计师,2,5
行政编制,auditor_of,审计师,2,5
财务会计,auditor_of,审计师,2,5
财政资金,auditor_of,周联清,2,5
财政资金,auditor_of,汪德华,2,5
财政资金,auditor_of,陈永祥,2,5
质量管理,auditor_of,审计师,2,5
资产管理,auditor_of,审计师,2,5
资金审计,auditor_of,周敦祥,2,5
资金审计,auditor_of,审计师,2,5
进口商品,auditor_of,审计师,2,5
造价管理,auditor_of,审计师,2,5
项目安排,auditor_of,白明哲,2,5
项目资金,auditor_of,陈正祥,2,5
环境审计师,auditor_of,审计师,2,5
世行贷款项目,auditor_of,审计师,2,5
公司治理结构,auditor_of,审计师,2,5
固定资产投资审计,auditor_of,审计师,2,5
政策落实跟踪审计,auditor_of,周敦祥,2,5
自然资源资产审计,auditor_of,周德刚,2,5
自然资源资产审计,auditor_of,审计师,2,5
相关控制,auditor_of,注册会计,2,5
资金审计,auditor_of,注册会计,2,5
国有资产管理,auditor_of,注册会计,2,5
企业,auditor_of,注册会计师,2,5
会计,auditor_of,注册会计师,2,5
共享,auditor_of,注册会计师,2,5
募集,auditor_of,注册会计师,2,5
控制,auditor_of,注册会计师,2,5
月度,auditor_of,注册会计师,2,5
相关,auditor_of,注册会计师,2,5
税务,auditor_of,注册会计师,2,5
财务,auditor_of,注册会计师,2,5
财政,auditor_of,注册会计师,2,5
财税,auditor_of,注册会计师,2,5
企业税,auditor_of,注册会计师,2,5
企业财,auditor_of,注册会计师,2,5
信息编,auditor_of,注册会计师,2,5
债权人,auditor_of,注册会计师,2,5
偾权人,auditor_of,注册会计师,2,5
再融资,auditor_of,注册会计师,2,5
相关控,auditor_of,注册会计师,2,5
碳排放,auditor_of,注册会计师,2,5
财务业,auditor_of,注册会计师,2,5
销售价,auditor_of,注册会计师,2,5
零余额,auditor_of,注册会计师,2,5
环境审计,auditor_of,注册会计师,2,5
证券承销,auditor_of,注册会计师,2,5
一般控制,auditor_of,注册会计师,2,5
三减三免,auditor_of,注册会计师,2,5
专项核查,auditor_of,注册会计师,2,5
专项管理,auditor_of,注册会计师,2,5
专项资金,auditor_of,注册会计师,2,5
个体农户,auditor_of,注册会计师,2,5
个税缴纳,auditor_of,注册会计师,2,5
事项管理,auditor_of,注册会计师,2,5
事项编制,auditor_of,注册会计师,2,5
交易管理,auditor_of,注册会计师,2,5
企业债权,auditor_of,注册会计师,2,5
企业合并,auditor_of,注册会计师,2,5
企业审计,auditor_of,注册会计师,2,5
企业环境,auditor_of,注册会计师,2,5
企业财产,auditor_of,注册会计师,2,5
企业财务,auditor_of,公认会计师,2,5
企业财务,auditor_of,注册会计师,2,5
企业财务,auditor_of,管理会计师,2,5
企业财报,auditor_of,注册会计师,2,5
企业资产,auditor_of,注册会计师,2,5
企业资格,auditor_of,注册会计师,2,5
会计核算,auditor_of,注册会计师,2,5
会计管理,auditor_of,注册会计师,2,5
体制改革,auditor_of,注册会计师,2,5
余额账户,auditor_of,注册会计师,2,5
使用管理,auditor_of,注册会计师,2,5
保护环境,auditor_of,注册会计师,2,5
信息处理,auditor_of,注册会计师,2,5
信息编制,auditor_of,注册会计师,2,5
信用风险,auditor_of,注册会计师,2,5
债务确认,auditor_of,注册会计师,2,5
偿付能力,auditor_of,注册会计师,2,5
免收单位,auditor_of,注册会计师,2,5
免税商品,auditor_of,注册会计师,2,5
公共管理,auditor_of,注册会计师,2,5
公用经费,auditor_of,注册会计师,2,5
其他投资,auditor_of,注册会计师,2,5
养老保险,auditor_of,注册会计师,2,5
内部控制,auditor_of,注册会计师,2,5
内部治理,auditor_of,注册会计师,2,5
决算审计,auditor_of,注册会计师,2,5
分摊认定,auditor_of,注册会计师,2,5
分析管理,auditor_of,注册会计师,2,5
列报认定,auditor_of,注册会计师,2,5
剩余项目,auditor_of,注册会计师,2,5
加工处理,auditor_of,注册会计师,2,5
协调协同,auditor_of,注册会计师,2,5
及碳排放,auditor_of,注册会计师,2,5
固定工资,auditor_of,注册会计师,2,5
国家资本,auditor_of,注册会计师,2,5
国有产权,auditor_of,注册会计师,2,5
国有股本,auditor_of,注册会计师,2,5
土地增值,auditor_of,注册会计师,2,5
基本建设,auditor_of,注册会计师,2,5
委托研发,auditor_of,注册会计师,2,5
安全控制,auditor_of,注册会计师,2,5
实施管理,auditor_of,注册会计师,2,5
工作协同,auditor_of,注册会计师,2,5
工程款项,auditor_of,注册会计师,2,5
应付职工,auditor_of,注册会计师,2,5
应用程序,auditor_of,注册会计师,2,5
